,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,image,url
519,520,Electricity (with Dua Lipa),Silk City,edm,2018,118,67,59,-6,34,51,238,1,5,82,https://i.scdn.co/image/ab67616d0000b2735ea1a511549bc05ff20fdedf,https://p.scdn.co/mp3-preview/a8c5d28e015a162cbc992358eda3d73d5aa5f5fa?cid=4730b02bd7f84c22bb7993aaa4620292
520,521,Love On The Brain,Rihanna,barbadian pop,2018,172,64,51,-5,8,38,224,7,5,82,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,https://p.scdn.co/mp3-preview/09d01d40982596bcc0b88f8ad29b5314a05e533d?cid=4730b02bd7f84c22bb7993aaa4620292
521,522,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2018,103,71,66,-4,8,74,175,3,5,82,https://i.scdn.co/image/ab67616d0000b273523eb48df1fa22b6d450833e,https://p.scdn.co/mp3-preview/abe198a0c5a10d311d5c7c21297def76d5a0ee84?cid=4730b02bd7f84c22bb7993aaa4620292
522,523,Silence,Marshmello,brostep,2018,142,76,52,-3,17,29,181,26,9,82,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8,https://p.scdn.co/mp3-preview/26ea0841d3e1dd4eec371df3c79fbcc4a6aed42d?cid=4730b02bd7f84c22bb7993aaa4620292
523,524,Sorry Not Sorry,Demi Lovato,dance pop,2018,144,64,71,-7,26,89,204,2,23,81,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,https://p.scdn.co/mp3-preview/70416bd945586a23d770d318303e04936a04bdad?cid=4730b02bd7f84c22bb7993aaa4620292
524,525,Shallow - Radio Edit,Lady Gaga,dance pop,2018,96,33,57,-7,9,28,217,42,3,80,https://i.scdn.co/image/ab67616d0000b273b5d4b4ed17ec86c4b3944af2,https://p.scdn.co/mp3-preview/7c0c772ccaeb0741bacbdf552dea8098bdafbeb3?cid=4730b02bd7f84c22bb7993aaa4620292
525,526,These Days,Rudimental,dance pop,2018,92,81,65,-4,17,55,211,19,5,80,https://i.scdn.co/image/ab67616d0000b273d924029ec452abb98e7a5612,https://p.scdn.co/mp3-preview/419284c4b764fb938be6cff59c0bdc67db7d4270?cid=4730b02bd7f84c22bb7993aaa4620292
526,527,What Lovers Do (feat. SZA),Maroon 5,pop,2018,110,60,80,-5,10,42,200,8,6,79,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,https://p.scdn.co/mp3-preview/97fa5e8849627db579be85a5438616f71d025d0e?cid=4730b02bd7f84c22bb7993aaa4620292
527,528,Finesse - Remix; feat. Cardi B,Bruno Mars,pop,2018,105,86,70,-5,2,93,217,2,10,78,https://i.scdn.co/image/ab67616d0000b27347e522adf030a78615cdea06,https://p.scdn.co/mp3-preview/142595a5594e3ffec7c8a4ccd13bd1cb96fd9769?cid=4730b02bd7f84c22bb7993aaa4620292
528,529,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,pop,2018,95,30,59,-7,12,36,260,78,3,78,https://i.scdn.co/image/ab67616d0000b273af6b2fca3b6e24612a5fe5d8,https://p.scdn.co/mp3-preview/3a5082efb9a5bfd61071f1625fb1f30810f015f7?cid=4730b02bd7f84c22bb7993aaa4620292
529,530,Bad At Love,Halsey,dance pop,2018,118,75,68,-4,9,61,181,6,3,78,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,https://p.scdn.co/mp3-preview/21c6d1604217d9a06d79a77904c03b67ed8d7c31?cid=4730b02bd7f84c22bb7993aaa4620292
530,531,Him & I (with Halsey),G-Eazy,hip hop,2018,88,73,59,-6,31,19,269,5,9,78,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,https://p.scdn.co/mp3-preview/f3b074fff3b73dfec619cf9a3ff72be8d6de2cb6?cid=4730b02bd7f84c22bb7993aaa4620292
531,532,Friends (with BloodPop®),Justin Bieber,canadian pop,2018,105,73,74,-5,30,62,189,0,4,77,https://i.scdn.co/image/ab67616d0000b2735e8213c6183630b7d1931bdf,https://p.scdn.co/mp3-preview/4f2fc84297545610ce99c81716a96791a3ce9440?cid=4730b02bd7f84c22bb7993aaa4620292
532,533,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2018,98,67,67,-3,12,63,204,3,7,76,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,https://p.scdn.co/mp3-preview/09dcb0c72ec8b75b91f1b603669544d6b6a247c7?cid=4730b02bd7f84c22bb7993aaa4620292
533,534,My My My!,Troye Sivan,dance pop,2018,103,46,70,-8,5,48,205,0,8,76,https://i.scdn.co/image/ab67616d0000b273aae542061ac42ee04779fb2f,https://p.scdn.co/mp3-preview/ecb419678fdb4fb56b1e5ddaaea3f9d7f9e27fc4?cid=4730b02bd7f84c22bb7993aaa4620292
534,535,Capital Letters,Hailee Steinfeld,dance pop,2018,100,81,66,-6,5,46,219,3,8,76,https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd,https://p.scdn.co/mp3-preview/9eb991f0d2e752bdaae6a063fcb8814c5f953a20?cid=4730b02bd7f84c22bb7993aaa4620292
535,536,Sick Boy,The Chainsmokers,electropop,2018,90,58,66,-8,12,45,193,11,5,76,https://i.scdn.co/image/ab67616d0000b2738e26bf4293c9da7a6439607b,https://p.scdn.co/mp3-preview/8ea615c3e3037fe5b568a4bac86e19e8dd883a61?cid=4730b02bd7f84c22bb7993aaa4620292
536,537,Tequila,Dan + Shay,contemporary country,2018,86,59,47,-6,13,50,196,3,3,76,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,https://p.scdn.co/mp3-preview/bf69830f0ee23284aa7559c2f1938ce883797837?cid=4730b02bd7f84c22bb7993aaa4620292
537,538,Look What You Made Me Do,Taylor Swift,pop,2018,128,71,77,-6,13,51,212,20,12,75,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,https://p.scdn.co/mp3-preview/d84e23333b83d492e778d55447e2eb47d71415ee?cid=4730b02bd7f84c22bb7993aaa4620292
538,539,Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,100,60,53,-7,13,32,191,56,12,75,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,https://p.scdn.co/mp3-preview/26f0f989fce72bd6aeccca93ee2e6f25fa10f15a?cid=4730b02bd7f84c22bb7993aaa4620292
539,540,Bad Liar,Selena Gomez,dance pop,2018,121,41,97,-6,8,73,215,19,7,75,https://i.scdn.co/image/ab67616d0000b273561b98f5fd7c619a1801d67a,https://p.scdn.co/mp3-preview/56413ec463879763e7f9f347f82675e2cff6654c?cid=4730b02bd7f84c22bb7993aaa4620292
540,541,Anywhere,Rita Ora,dance pop,2018,107,80,63,-4,10,32,215,4,6,74,https://i.scdn.co/image/ab67616d0000b273d3b977f92e5887257ed1a455,https://p.scdn.co/mp3-preview/7c3773a8c65c685115c4ebb4c809213b951b1f78?cid=4730b02bd7f84c22bb7993aaa4620292
541,542,Say Something,Justin Timberlake,dance pop,2018,97,63,71,-7,8,37,279,10,8,74,https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5,https://p.scdn.co/mp3-preview/0178f39b1dd08aa1111138fa775c7b8826cdee7f?cid=4730b02bd7f84c22bb7993aaa4620292
542,543,Chun-Li,Nicki Minaj,dance pop,2018,129,73,69,-5,11,48,192,28,37,73,https://i.scdn.co/image/ab67616d0000b273540ab7c149079184e8724dc4,https://p.scdn.co/mp3-preview/921f41a31df69b827c5d3a0bd772d4b7b171f945?cid=4730b02bd7f84c22bb7993aaa4620292
543,544,Sign of the Times,Harry Styles,dance pop,2018,120,57,52,-5,11,21,341,3,3,72,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,https://p.scdn.co/mp3-preview/3f885fdef493aadb403fc2657a605d2f5623b111?cid=4730b02bd7f84c22bb7993aaa4620292
544,545,Familiar,Liam Payne,dance pop,2018,93,81,64,-5,8,91,197,2,33,72,https://i.scdn.co/image/ab67616d0000b27394a2bfe2a061b33315643595,https://p.scdn.co/mp3-preview/cc0326a2bc5cdcab92bc1230c189c47f747c902b?cid=4730b02bd7f84c22bb7993aaa4620292
545,546,Let Me,ZAYN,dance pop,2018,168,57,46,-6,10,19,185,24,5,72,https://i.scdn.co/image/ab67616d0000b273401ea2c7ac7ef87bd32c990f,https://p.scdn.co/mp3-preview/1b7933ddad3cfee158209e0253802ae3e582ef83?cid=4730b02bd7f84c22bb7993aaa4620292
546,547,Supernova,Ansel Elgort,dance pop,2018,140,62,77,-5,21,68,191,6,10,72,https://i.scdn.co/image/ab67616d0000b273b0d5f8d26857fb6fc23c54f9,https://p.scdn.co/mp3-preview/38ecba1f6210f5d5c152c84b4f3e17865f943993?cid=4730b02bd7f84c22bb7993aaa4620292
547,548,Nervous,Shawn Mendes,canadian pop,2018,122,62,84,-7,13,74,164,4,8,71,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,https://p.scdn.co/mp3-preview/d9f49ecf6bf91e9d065f0c290671a7929cf21147?cid=4730b02bd7f84c22bb7993aaa4620292
548,549,First Time,Kygo,edm,2018,90,59,63,-7,10,68,194,20,11,71,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/724ce68ab4107adea3d0cff67dbc4fec8542313c?cid=4730b02bd7f84c22bb7993aaa4620292
549,550,End Game,Taylor Swift,pop,2018,159,59,65,-6,11,15,245,1,6,70,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,https://p.scdn.co/mp3-preview/908f388e5550f9d6d940ef721eb6d302770f0117?cid=4730b02bd7f84c22bb7993aaa4620292
550,551,Mi Gente (feat. Beyoncé),J Balvin,latin,2018,105,72,76,-6,23,47,210,2,8,68,https://i.scdn.co/image/ab67616d0000b27354cd60e37178acc40762f230,https://p.scdn.co/mp3-preview/5eeba0fadf3a7c272c0ae78c523a09c5c7150d0f?cid=4730b02bd7f84c22bb7993aaa4620292
551,552,Lemon,N.E.R.D,hip hop,2018,95,73,92,-7,12,20,220,0,9,68,https://i.scdn.co/image/ab67616d0000b2739ca0c952f130e28025209cf0,https://p.scdn.co/mp3-preview/2c70ae554b0019f3780af30177c211e40aea0512?cid=4730b02bd7f84c22bb7993aaa4620292
552,553,For You (With Rita Ora),Liam Payne,dance pop,2018,113,80,54,-5,42,18,243,2,3,67,https://i.scdn.co/image/ab67616d0000b273373a46efca570f83dd78313f,https://p.scdn.co/mp3-preview/1cb0d7751b7cbd9660df5c2f22fba3e1d8ba7dd5?cid=4730b02bd7f84c22bb7993aaa4620292
553,554,Want To,Dua Lipa,dance pop,2018,92,69,57,-5,6,32,212,8,12,67,https://i.scdn.co/image/ab67616d0000b273519241bcfc352fc3eaaac5db,https://p.scdn.co/mp3-preview/41c4fc0c9ed13ba61f99841cfee3182d32976686?cid=4730b02bd7f84c22bb7993aaa4620292
554,555,What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,2018,104,79,63,-4,16,41,220,5,6,67,https://i.scdn.co/image/ab67616d0000b2735b41313f5e512786926f3da9,https://p.scdn.co/mp3-preview/3cc077d180da599a1916fae23d460ec2d8b320d7?cid=4730b02bd7f84c22bb7993aaa4620292
555,556,Wait,Maroon 5,pop,2018,126,60,66,-5,11,45,191,10,6,67,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,https://p.scdn.co/mp3-preview/38e12dbcba624463f1a360afd5dcceaf281b1ea5?cid=4730b02bd7f84c22bb7993aaa4620292
556,557,What About Us,P!nk,dance pop,2018,114,59,39,-6,9,19,272,3,6,66,https://i.scdn.co/image/ab67616d0000b27300164c96548a622d34b39828,https://p.scdn.co/mp3-preview/2af485dcb9d7635367136b17ee74b88d8e895229?cid=4730b02bd7f84c22bb7993aaa4620292
557,558,Kissing Strangers,DNCE,dance pop,2018,120,74,77,-6,9,86,202,5,4,66,https://i.scdn.co/image/ab67616d0000b273267dcf5d3daf0fd7cfca3114,https://p.scdn.co/mp3-preview/273fbf3d60da4d748c1401355e36c84315ee4f74?cid=4730b02bd7f84c22bb7993aaa4620292
558,559,2U (feat. Justin Bieber),David Guetta,dance pop,2018,145,61,53,-7,23,53,195,23,6,65,https://i.scdn.co/image/ab67616d0000b273c7203e70bf328d5f6cb8e988,https://p.scdn.co/mp3-preview/60905817e1300708fabdca0d888eaa77ec8446d7?cid=4730b02bd7f84c22bb7993aaa4620292
559,560,Walk On Water (feat. Beyoncé),Eminem,detroit hip hop,2018,82,44,48,-10,64,62,304,81,24,65,https://i.scdn.co/image/ab67616d0000b273dee6b58d35215322626b5701,https://p.scdn.co/mp3-preview/bfffdf7c7b9ef2d9fb9a96e2e17752cb0b7c201e?cid=4730b02bd7f84c22bb7993aaa4620292
560,561,This Town,Niall Horan,dance pop,2018,112,41,68,-8,12,20,233,70,3,64,https://i.scdn.co/image/ab67616d0000b2735bac234d5511248b248caf36,https://p.scdn.co/mp3-preview/1a8ffe515ce14fe37c044734faf4b4a67454d1f9?cid=4730b02bd7f84c22bb7993aaa4620292
561,562,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,2018,94,69,73,-4,10,42,221,2,5,64,https://i.scdn.co/image/ab67616d0000b273a56e99e83f32f654004e8d2a,https://p.scdn.co/mp3-preview/3986e3c5e3e56f9dfed5a03e66ae447bbf7172ba?cid=4730b02bd7f84c22bb7993aaa4620292
562,563,MOVE TO MIAMI,Enrique Iglesias,dance pop,2018,100,87,76,-4,7,90,169,3,5,64,https://i.scdn.co/image/ab67616d0000b27397405addc45faf568b2362e3,https://p.scdn.co/mp3-preview/dc94c75017532cd7e563558142896fbbf12c6d2b?cid=4730b02bd7f84c22bb7993aaa4620292
563,564,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,2018,100,64,75,-5,11,45,186,25,9,64,https://i.scdn.co/image/ab67616d0000b273752d03078f0b32fe39f1506c,https://p.scdn.co/mp3-preview/686e59763901dc90f9f811817cf563f08bea790b?cid=4730b02bd7f84c22bb7993aaa4620292
564,565,Filthy,Justin Timberlake,dance pop,2018,97,58,75,-6,25,65,294,4,14,62,https://i.scdn.co/image/ab67616d0000b273d9fad756a57fa43002c5d860,https://p.scdn.co/mp3-preview/52b214dc04161a92a899ccd345bdf045687fa92f?cid=4730b02bd7f84c22bb7993aaa4620292
565,566,Never Be the Same - Radio Edit,Camila Cabello,dance pop,2018,130,69,63,-4,12,25,227,16,9,57,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://p.scdn.co/mp3-preview/367ded2c3b38a8dba98ea9dd2d19e8a3ebfd3133?cid=4730b02bd7f84c22bb7993aaa4620292
566,567,Ferrari,Bebe Rexha,dance pop,2018,77,48,58,-6,10,42,213,2,3,57,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,https://p.scdn.co/mp3-preview/3c21e0bea740ed198a79f0abf2b3b113b68f3f29?cid=4730b02bd7f84c22bb7993aaa4620292
567,568,Supplies,Justin Timberlake,dance pop,2018,120,55,79,-7,13,23,226,1,5,57,https://i.scdn.co/image/ab67616d0000b2734626ff0fee963da605f6aa06,https://p.scdn.co/mp3-preview/e95bbd70b4a33fc93d100d5eb903e45f65a5017e?cid=4730b02bd7f84c22bb7993aaa4620292
568,569,Boom Boom,RedOne,moroccan pop,2018,110,76,75,-8,20,58,248,0,5,53,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4,https://p.scdn.co/mp3-preview/cf823925e9e910dabd1121790a42f9922b7158f4?cid=4730b02bd7f84c22bb7993aaa4620292
569,570,...Ready For It? - BloodPop® Remix,Taylor Swift,pop,2018,160,84,58,-5,10,50,190,13,22,52,https://i.scdn.co/image/ab67616d0000b273d41ccf8f43721c045a969300,https://p.scdn.co/mp3-preview/bd0edaf400b2c42988ace75f6b90c484fc8351a3?cid=4730b02bd7f84c22bb7993aaa4620292
570,571,Drip (feat. Migos),Cardi B,pop,2018,130,59,97,-8,8,27,264,5,26,45,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,https://p.scdn.co/mp3-preview/666fae0203aa98a75d589bbb7f089fcd25a9b2f8?cid=4730b02bd7f84c22bb7993aaa4620292
571,572,Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,2018,102,77,58,-5,9,76,182,5,8,44,https://i.scdn.co/image/ab67616d0000b2734f1bb3d1d4ace2b38c18a4df,https://p.scdn.co/mp3-preview/5bb2689e7ab138c871c4bc454cfc3e08dba0d9a9?cid=4730b02bd7f84c22bb7993aaa4620292
572,573,Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,https://p.scdn.co/mp3-preview/98942fb19f3c9fdc2c4fd5ef84d62a93e551d718?cid=4730b02bd7f84c22bb7993aaa4620292
573,574,Lose You To Love Me,Selena Gomez,dance pop,2019,102,34,51,-9,21,9,206,58,4,97,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,https://p.scdn.co/mp3-preview/7d4f7d5859695ce1922aa92fff48905d813e2a39?cid=4730b02bd7f84c22bb7993aaa4620292
574,575,Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,https://p.scdn.co/mp3-preview/d0a8c5301bb8468037f613b2f5d3f9ab232f8923?cid=4730b02bd7f84c22bb7993aaa4620292
575,576,Señorita,Shawn Mendes,canadian pop,2019,117,54,76,-6,9,75,191,4,3,95,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,https://p.scdn.co/mp3-preview/d1418333363bc13f354c7dc490869b16e0051e28?cid=4730b02bd7f84c22bb7993aaa4620292
576,577,How Do You Sleep?,Sam Smith,pop,2019,111,68,48,-5,8,35,202,15,9,93,https://i.scdn.co/image/ab67616d0000b2733f31d4862036a5b19f00cbd3,https://p.scdn.co/mp3-preview/4b2a3dd452ca6451ee9626ab735cf4251f23b8b7?cid=4730b02bd7f84c22bb7993aaa4620292
577,578,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,2019,98,62,86,-6,9,67,204,15,8,92,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,https://p.scdn.co/mp3-preview/89e5e2e241343cf318aa033a70c938a205bbda8b?cid=4730b02bd7f84c22bb7993aaa4620292
578,579,Trampoline (with ZAYN),SHAED,electropop,2019,127,46,62,-6,14,50,184,56,3,92,https://i.scdn.co/image/ab67616d0000b2732752c64f94f9b37ba08f0f22,https://p.scdn.co/mp3-preview/830c8fa6ebce58edf8d9847fe3725cc7b54ac245?cid=4730b02bd7f84c22bb7993aaa4620292
579,580,Happier,Marshmello,brostep,2019,100,79,69,-3,17,67,214,19,5,90,https://i.scdn.co/image/ab67616d0000b27304bfd5a5fd5aa6ca648f66aa,https://p.scdn.co/mp3-preview/a23fe33122a12a302b97c443ab82473ce55df8fd?cid=4730b02bd7f84c22bb7993aaa4620292
580,581,Truth Hurts,Lizzo,escape room,2019,158,62,72,-3,12,41,173,11,11,90,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,https://p.scdn.co/mp3-preview/3881b5ad53b2b6f1600bbc3b23a86ae256077ace?cid=4730b02bd7f84c22bb7993aaa4620292
581,582,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,escape room,2019,96,89,67,-3,74,48,159,30,6,90,https://i.scdn.co/image/ab67616d0000b27383689afe01c228ceeef579c5,https://p.scdn.co/mp3-preview/d2fa400836011c983e5447560d45b024e5d8efc7?cid=4730b02bd7f84c22bb7993aaa4620292
582,583,Higher Love,Kygo,edm,2019,104,68,69,-7,10,40,228,2,3,88,https://i.scdn.co/image/ab67616d0000b2737c8977a0ad3a3a0627be9ed7,https://p.scdn.co/mp3-preview/6737d20b6eba8e6bc5b9270d884b04022f38d713?cid=4730b02bd7f84c22bb7993aaa4620292
583,584,Only Human,Jonas Brothers,boy band,2019,94,50,80,-6,6,87,183,11,7,87,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,https://p.scdn.co/mp3-preview/965ecc4747e8c403a5d637cc54afa3a85c6c6ce4?cid=4730b02bd7f84c22bb7993aaa4620292
584,585,Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,-8,8,55,198,12,19,86,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,https://p.scdn.co/mp3-preview/2b06c65cce16bd4ef3280275951b612cbc423411?cid=4730b02bd7f84c22bb7993aaa4620292
585,586,Sucker,Jonas Brothers,boy band,2019,138,73,84,-5,11,95,181,4,6,86,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,https://p.scdn.co/mp3-preview/359348415ba68ba7ecefd2c3d7f19ff34bcedb5f?cid=4730b02bd7f84c22bb7993aaa4620292
586,587,Don't Call Me Up,Mabel,dance pop,2019,99,88,67,-3,8,23,178,30,15,86,https://i.scdn.co/image/ab67616d0000b273fb4278cf3d557dc89ca80ad5,https://p.scdn.co/mp3-preview/4fafac14ed05bb07f98e008f6eb5d3a04d52eaf4?cid=4730b02bd7f84c22bb7993aaa4620292
587,588,I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,102,68,80,-5,9,84,220,9,4,85,https://i.scdn.co/image/ab67616d0000b27323d36bb2f358094e0271c472,https://p.scdn.co/mp3-preview/03dbc7b6fcafda4f5c223036f0ca919f2b65da25?cid=4730b02bd7f84c22bb7993aaa4620292
588,589,Talk (feat. Disclosure),Khalid,alternative r&b,2019,136,40,90,-9,6,35,198,5,13,84,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,https://p.scdn.co/mp3-preview/661e932327a67700d06ea7aeebf13de8c5b56d3d?cid=4730b02bd7f84c22bb7993aaa4620292
589,590,Giant (with Rag'n'Bone Man),Calvin Harris,dance pop,2019,122,89,81,-4,8,61,229,2,4,84,https://i.scdn.co/image/ab67616d0000b273a9a9d8a16c0b4146fb707c02,https://p.scdn.co/mp3-preview/5b1a4dd1d2707b17c9115dcb62ed4a4525e69d9c?cid=4730b02bd7f84c22bb7993aaa4620292
590,591,Takeaway,The Chainsmokers,electropop,2019,100,51,53,-8,10,35,210,13,3,83,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,https://p.scdn.co/mp3-preview/6e1152903f9e9d41b8a9513278cf2b13be8eedca?cid=4730b02bd7f84c22bb7993aaa4620292
591,592,All Around The World (La La La),R3HAB,big room,2019,125,86,73,-5,11,52,148,48,3,82,https://i.scdn.co/image/ab67616d0000b273a00223ed12cbe970848b3107,https://p.scdn.co/mp3-preview/63d1722eeb66aafc0e6688cb5fc0f652074af352?cid=4730b02bd7f84c22bb7993aaa4620292
592,593,Girls Like You (feat. Cardi B),Maroon 5,pop,2019,125,54,85,-7,13,45,236,57,5,81,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,https://p.scdn.co/mp3-preview/9ab5e3e7b976f601a3b6bda9d1accd3cc6669d23?cid=4730b02bd7f84c22bb7993aaa4620292
593,594,Call You Mine,The Chainsmokers,electropop,2019,104,70,59,-6,34,52,218,20,3,81,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,https://p.scdn.co/mp3-preview/88787c836b052ad58b784bc500c6a9649570fcc8?cid=4730b02bd7f84c22bb7993aaa4620292
594,595,No Guidance (feat. Drake),Chris Brown,dance pop,2019,93,45,70,-7,16,14,261,12,15,81,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,https://p.scdn.co/mp3-preview/1b5fe75b6bfa48ebacdfe0ee11e8c548ee96e2f3?cid=4730b02bd7f84c22bb7993aaa4620292
595,596,Antisocial (with Travis Scott),Ed Sheeran,pop,2019,152,82,72,-5,36,91,162,13,5,78,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,https://p.scdn.co/mp3-preview/cbbc0bb995cf094ce54b1733e75214e54d5593a5?cid=4730b02bd7f84c22bb7993aaa4620292
596,597,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,electronic trap,2019,96,80,84,-4,6,62,213,16,23,77,https://i.scdn.co/image/ab67616d0000b273caf82abb2338880577e472be,https://p.scdn.co/mp3-preview/6190a87093c20c31166db12ac04476b471f18fe4?cid=4730b02bd7f84c22bb7993aaa4620292
597,598,Con Calma - Remix,Daddy Yankee,latin,2019,94,87,74,-3,4,61,181,17,5,76,https://i.scdn.co/image/ab67616d0000b2734a1074b7ece03391e64bbc18,https://p.scdn.co/mp3-preview/913a3a354fbadd35d5ea6d9a500aa3843a26e64b?cid=4730b02bd7f84c22bb7993aaa4620292
598,599,Find U Again (feat. Camila Cabello),Mark Ronson,dance pop,2019,104,66,61,-7,20,16,176,1,3,75,https://i.scdn.co/image/ab67616d0000b27318911141cdfc2a1c59169ade,https://p.scdn.co/mp3-preview/c47ff032b10ebf44f088d557e6e4d099dc7e1e39?cid=4730b02bd7f84c22bb7993aaa4620292
599,600,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,95,79,75,-6,7,61,206,21,12,75,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,https://p.scdn.co/mp3-preview/8e089c31e69d7186716d212cb8d0917b1c5fb7c2?cid=4730b02bd7f84c22bb7993aaa4620292
600,601,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,dance pop,2019,136,76,53,-5,9,65,260,7,34,70,https://i.scdn.co/image/ab67616d0000b273fa2741071b31bb94cb4232ae,https://p.scdn.co/mp3-preview/9739635ff392ca900229f9ac0be960974d300c4d?cid=4730b02bd7f84c22bb7993aaa4620292
601,602,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,dance pop,2019,114,79,60,-6,42,24,217,1,7,69,https://i.scdn.co/image/ab67616d0000b273ad79d30f49891b2a2f7757f8,https://p.scdn.co/mp3-preview/065264ead2d0f08cfc27698c7d960be651cc70fc?cid=4730b02bd7f84c22bb7993aaa4620292
602,603,Kills You Slowly,The Chainsmokers,electropop,2019,150,44,70,-9,13,23,213,6,6,67,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,https://p.scdn.co/mp3-preview/c2cc06710f13df3ae4cb9af58aae3ea897bc7cd0?cid=4730b02bd7f84c22bb7993aaa4620292
