,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,image,url
0,1,"Hey, Soul Sister",Train,neo mellow,2010,97,89,67,-4,8,80,217,19,4,83,https://i.scdn.co/image/ab67616d0000b2736ff8bc258e3ebc835ffe14ca,https://p.scdn.co/mp3-preview/518c823cf0f8b862bed0fa45e34cc63db5ea58e4?cid=4730b02bd7f84c22bb7993aaa4620292
1,2,Love The Way You Lie,Eminem,detroit hip hop,2010,87,93,75,-5,52,64,263,24,23,82,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://p.scdn.co/mp3-preview/3824afd426e7ebbba4e107f811f7506ea3416db0?cid=4730b02bd7f84c22bb7993aaa4620292
2,3,TiK ToK,Kesha,dance pop,2010,120,84,76,-3,29,71,200,10,14,80,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,https://p.scdn.co/mp3-preview/ea95bec21bd6c4979cc91f5d5528b533d879905c?cid=4730b02bd7f84c22bb7993aaa4620292
3,4,Bad Romance,Lady Gaga,dance pop,2010,119,92,70,-4,8,71,295,0,4,79,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,https://p.scdn.co/mp3-preview/a58b8677ea3858185308224d36808920e587cec5?cid=4730b02bd7f84c22bb7993aaa4620292
4,5,Just the Way You Are,Bruno Mars,pop,2010,109,84,64,-5,9,43,221,2,4,78,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/6d1a901b10c7dc609d4c8628006b04bc6e672be8?cid=4730b02bd7f84c22bb7993aaa4620292
5,6,Baby,Justin Bieber,canadian pop,2010,65,86,73,-5,11,54,214,4,14,77,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,https://p.scdn.co/mp3-preview/6f57db4d7d782298f0d2de9097a45f4671cb2fd6?cid=4730b02bd7f84c22bb7993aaa4620292
6,7,Dynamite,Taio Cruz,dance pop,2010,120,78,75,-4,4,82,203,0,9,77,https://i.scdn.co/image/ab67616d0000b27366c3eb32692a0ae487079cf1,https://p.scdn.co/mp3-preview/103e3aa734079b6888207e4000b7f37c65bdcf9d?cid=4730b02bd7f84c22bb7993aaa4620292
7,8,Secrets,OneRepublic,dance pop,2010,148,76,52,-6,12,38,225,7,4,77,https://i.scdn.co/image/ab67616d0000b2734ec868f10b6379bcb83e855a,https://p.scdn.co/mp3-preview/16790c7ce12dfb06e954ac8bba38a1f4b9dfb990?cid=4730b02bd7f84c22bb7993aaa4620292
8,9,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,2010,93,37,48,-8,12,14,216,74,3,76,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,https://p.scdn.co/mp3-preview/10fbb8e7dd218c7b4c2b52b86256cd3e8c9de220?cid=4730b02bd7f84c22bb7993aaa4620292
9,10,Only Girl (In The World),Rihanna,barbadian pop,2010,126,72,79,-4,7,61,235,13,4,73,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://p.scdn.co/mp3-preview/0c753bdb0ab5959c300cd693b27f53427755de6f?cid=4730b02bd7f84c22bb7993aaa4620292
10,11,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,2010,128,87,62,-4,6,47,235,3,3,73,https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1,https://p.scdn.co/mp3-preview/4eb7cf3beaef7d774c99206cbf24b6b2f83fbb52?cid=4730b02bd7f84c22bb7993aaa4620292
11,12,Marry You,Bruno Mars,pop,2010,145,83,62,-5,10,48,230,33,4,73,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/6747a3674ec0b24ab9067972bb19291c3048a8d2?cid=4730b02bd7f84c22bb7993aaa4620292
12,13,Cooler Than Me - Single Mix,Mike Posner,dance pop,2010,130,82,77,-5,70,63,213,18,5,73,https://i.scdn.co/image/ab67616d0000b273d6165c0d6eba7e5bf3fca16d,https://p.scdn.co/mp3-preview/649f480a624454b97a73e354568fcfb9214fdd46?cid=4730b02bd7f84c22bb7993aaa4620292
13,14,Telephone,Lady Gaga,dance pop,2010,122,83,83,-6,11,71,221,1,4,73,https://i.scdn.co/image/ab67616d0000b2733dd6e8bbc5b1ac43fd8a838c,https://p.scdn.co/mp3-preview/7ea842ef0f660e24bb4ac29af5c2b03e75f9d449?cid=4730b02bd7f84c22bb7993aaa4620292
14,15,Like A G6,Far East Movement,dance pop,2010,125,84,44,-8,12,78,217,1,45,72,https://i.scdn.co/image/ab67616d0000b27358b08d62231dfca8d358b876,https://p.scdn.co/mp3-preview/f003572b3a1a00531251964b5c3fa77556161c2c?cid=4730b02bd7f84c22bb7993aaa4620292
15,16,OMG (feat. will.i.am),Usher,atl hip hop,2010,130,75,78,-6,36,33,269,20,3,72,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,https://p.scdn.co/mp3-preview/8f6be8d3bdadf51fe002ebffe58107e28ae12314?cid=4730b02bd7f84c22bb7993aaa4620292
16,17,Eenie Meenie,Sean Kingston,dance pop,2010,121,61,72,-4,11,83,202,5,3,71,https://i.scdn.co/image/ab67616d0000b273ca8d656fa57db4cce117f53b,https://p.scdn.co/mp3-preview/2f4140a7d5f11b712679115c4b5feb439543dcbb?cid=4730b02bd7f84c22bb7993aaa4620292
17,18,The Time (Dirty Bit),The Black Eyed Peas,dance pop,2010,128,81,82,-8,60,44,308,7,7,70,https://i.scdn.co/image/ab67616d0000b2734cb6f9960e9b5bce7e1babc0,https://p.scdn.co/mp3-preview/e01518771cb8ebe67ae082ae4ed9f167d2318e81?cid=4730b02bd7f84c22bb7993aaa4620292
18,19,Alejandro,Lady Gaga,dance pop,2010,99,80,63,-7,36,37,274,0,5,69,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8,https://p.scdn.co/mp3-preview/294d95f7e760f74843f027bcf4b749a83d01be4a?cid=4730b02bd7f84c22bb7993aaa4620292
19,20,Your Love Is My Drug,Kesha,dance pop,2010,120,61,83,-4,9,76,187,1,10,69,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,https://p.scdn.co/mp3-preview/8fc78e277e1e5249c6d43078533d55df5e3378de?cid=4730b02bd7f84c22bb7993aaa4620292
20,21,Meet Me Halfway,The Black Eyed Peas,dance pop,2010,130,63,80,-7,32,40,284,0,7,68,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4,https://p.scdn.co/mp3-preview/6b7763e13fc62647845a304f025b5723f8867618?cid=4730b02bd7f84c22bb7993aaa4620292
21,22,Whataya Want from Me,Adam Lambert,australian pop,2010,186,68,44,-5,6,45,227,1,5,66,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,https://p.scdn.co/mp3-preview/be2c609545e2f5a18467c97d6bae939947de9f58?cid=4730b02bd7f84c22bb7993aaa4620292
22,23,Take It Off,Kesha,dance pop,2010,125,68,73,-5,9,74,215,0,3,66,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,https://p.scdn.co/mp3-preview/e771a7e8f020f794350b18436644f81a79c98256?cid=4730b02bd7f84c22bb7993aaa4620292
23,24,Misery,Maroon 5,pop,2010,103,81,70,-5,22,73,216,0,4,65,https://i.scdn.co/image/ab67616d0000b273bee754528c08d5ff6799a1eb,https://p.scdn.co/mp3-preview/ba87b3463a795afa81ee18d3fbb116bb7793140e?cid=4730b02bd7f84c22bb7993aaa4620292
24,25,All The Right Moves,OneRepublic,dance pop,2010,146,95,53,-4,28,65,238,26,5,65,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb,https://p.scdn.co/mp3-preview/b113c3bf2ef1171b8f7c2c52994d23e240b3a478?cid=4730b02bd7f84c22bb7993aaa4620292
25,26,Animal,Neon Trees,indie pop,2010,148,83,48,-6,38,74,212,0,4,65,https://i.scdn.co/image/ab67616d0000b27326ca7305db69aa21efcf2b7a,https://p.scdn.co/mp3-preview/cf90195264927f3e7e103e697714f940739bd907?cid=4730b02bd7f84c22bb7993aaa4620292
26,27,Naturally,Selena Gomez & The Scene,dance pop,2010,133,90,61,-5,5,88,203,2,5,64,https://i.scdn.co/image/ab67616d0000b273847e9e5d22cca026fbe067c2,https://p.scdn.co/mp3-preview/5d1330909255464619a66e801dcf1740a6796507?cid=4730b02bd7f84c22bb7993aaa4620292
27,28,I Like It,Enrique Iglesias,dance pop,2010,129,94,65,-3,6,73,231,2,9,63,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,https://p.scdn.co/mp3-preview/0fe3542d88da43dd131627df756ac1ce318713fd?cid=4730b02bd7f84c22bb7993aaa4620292
28,29,Teenage Dream,Katy Perry,dance pop,2010,120,80,72,-5,13,59,228,2,4,63,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/7fc9fa653b697e6d9c533fbcd869f257fbb50aeb?cid=4730b02bd7f84c22bb7993aaa4620292
29,30,California Gurls,Katy Perry,dance pop,2010,125,75,79,-4,18,40,235,0,5,62,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/8fe5b162d934d1dd57b56c26cd8b2eb0c2638594?cid=4730b02bd7f84c22bb7993aaa4620292
30,31,3,Britney Spears,dance pop,2010,135,71,70,-2,14,79,213,5,5,62,https://i.scdn.co/image/ab67616d0000b27326d64b6150aa3d9b6b67d857,https://p.scdn.co/mp3-preview/92a3bed44d9954ac7416331d757e2c5ce2c4d118?cid=4730b02bd7f84c22bb7993aaa4620292
31,32,My First Kiss - feat. Ke$ha,3OH!3,dance pop,2010,138,89,68,-4,36,83,192,1,8,62,https://i.scdn.co/image/ab67616d0000b273bc805cd88b018b0adaec9a8c,https://p.scdn.co/mp3-preview/026575522e55e2b3a1839b77d80b3f3e8771deb3?cid=4730b02bd7f84c22bb7993aaa4620292
32,33,Blah Blah Blah (feat. 3OH!3),Kesha,dance pop,2010,120,84,75,-3,42,52,172,8,12,62,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,https://p.scdn.co/mp3-preview/bf95a49463e1166491b73e5765754311ce56e508?cid=4730b02bd7f84c22bb7993aaa4620292
33,34,Imma Be,The Black Eyed Peas,dance pop,2010,92,52,60,-7,31,41,258,18,37,62,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4,https://p.scdn.co/mp3-preview/acefe5793e602bd3804430a290c871f0386aea74?cid=4730b02bd7f84c22bb7993aaa4620292
34,35,Try Sleeping with a Broken Heart,Alicia Keys,hip pop,2010,111,82,50,-5,13,55,249,16,11,62,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,https://p.scdn.co/mp3-preview/926952d415e8adee166120fdee5f0dd74520ac80?cid=4730b02bd7f84c22bb7993aaa4620292
35,36,Sexy Bitch (feat. Akon),David Guetta,dance pop,2010,130,63,81,-5,13,80,196,8,5,61,https://i.scdn.co/image/ab67616d0000b273b2e43ed3850e072831f7b2c6,https://p.scdn.co/mp3-preview/f11a157b92dc1379052822e88e75f5f5d5b248a9?cid=4730b02bd7f84c22bb7993aaa4620292
36,37,Bound To You - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,dance pop,2010,164,41,29,-5,13,7,264,83,3,61,https://i.scdn.co/image/ab67616d0000b27314aae62411aaf903a4c7a5f4,https://p.scdn.co/mp3-preview/e8a0ed51aae3532cdfe58a8e58d486b42316d846?cid=4730b02bd7f84c22bb7993aaa4620292
37,38,If I Had You,Adam Lambert,australian pop,2010,131,91,65,-4,37,79,228,1,11,59,https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658,https://p.scdn.co/mp3-preview/0583d0dc079e90fc50ad6ac6187a9e629b4f184a?cid=4730b02bd7f84c22bb7993aaa4620292
38,39,Rock That Body,The Black Eyed Peas,dance pop,2010,125,91,72,-6,43,84,269,2,10,59,https://i.scdn.co/image/ab67616d0000b2733445f477f796242416dcedb1,https://p.scdn.co/mp3-preview/c31cd2827ac90fa614bf2550a34e1a6f8c4f6a04?cid=4730b02bd7f84c22bb7993aaa4620292
39,40,Dog Days Are Over,Florence + The Machine,art pop,2010,150,81,50,-5,12,26,253,3,9,58,https://i.scdn.co/image/ab67616d0000b2730672b0f8756ae2af86e8a5ce,https://p.scdn.co/mp3-preview/d1c97f83c052039d9e5105ed70261a5c59fd7f53?cid=4730b02bd7f84c22bb7993aaa4620292
40,41,Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,dance pop,2010,150,85,51,-4,12,72,185,47,27,58,https://i.scdn.co/image/ab67616d0000b27314aae62411aaf903a4c7a5f4,https://p.scdn.co/mp3-preview/e3088b7112b258c0644e71d71e48506f39c2b040?cid=4730b02bd7f84c22bb7993aaa4620292
41,42,Doesn't Mean Anything,Alicia Keys,hip pop,2010,104,41,71,-7,10,10,273,4,3,57,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,https://p.scdn.co/mp3-preview/f334805c90057f5526945f8b84fe007ac08daf47?cid=4730b02bd7f84c22bb7993aaa4620292
42,43,Hard,Rihanna,barbadian pop,2010,182,75,31,-4,65,16,251,1,11,57,https://i.scdn.co/image/ab67616d0000b273b9a441c7177945b50dd66665,https://p.scdn.co/mp3-preview/dcf16761e3130355e015493b6e5f86e3defb6f3f?cid=4730b02bd7f84c22bb7993aaa4620292
43,44,Loca,Shakira,colombian pop,2010,112,87,80,-4,9,85,193,19,7,56,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,https://p.scdn.co/mp3-preview/a7c290528a619bd534452b818c8d437b99a8b820?cid=4730b02bd7f84c22bb7993aaa4620292
44,45,You Lost Me,Christina Aguilera,dance pop,2010,43,39,23,-6,14,7,257,85,4,56,https://i.scdn.co/image/ab67616d0000b273078b0ea99dc6df85c3227a5d,https://p.scdn.co/mp3-preview/a7f314cca009af43100aeef12c5a4bbc30e8cacb?cid=4730b02bd7f84c22bb7993aaa4620292
45,46,Not Myself Tonight,Christina Aguilera,dance pop,2010,120,81,76,-5,56,54,186,0,4,55,https://i.scdn.co/image/ab67616d0000b273078b0ea99dc6df85c3227a5d,https://p.scdn.co/mp3-preview/33ddb95aa297b87098090f8f456d8d160cdb5c31?cid=4730b02bd7f84c22bb7993aaa4620292
46,47,Written in the Stars (feat. Eric Turner),Tinie Tempah,dance pop,2010,91,95,64,-4,18,57,220,6,7,52,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,https://p.scdn.co/mp3-preview/e833744de62ff3c6ca55e17d623becb132f0cbed?cid=4730b02bd7f84c22bb7993aaa4620292
47,48,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,2010,120,86,66,-3,8,65,221,3,11,52,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,https://p.scdn.co/mp3-preview/1619c7342806281d286f0ba4125ff59e80663c56?cid=4730b02bd7f84c22bb7993aaa4620292
48,49,Castle Walls (feat. Christina Aguilera),T.I.,atl hip hop,2010,80,86,45,-5,26,58,329,7,39,49,https://i.scdn.co/image/ab67616d0000b273128b948ac9a26c14269282d4,https://p.scdn.co/mp3-preview/73f43608a6588c1de8c7764b254e20e8088f5f2b?cid=4730b02bd7f84c22bb7993aaa4620292
49,50,Break Your Heart,Taio Cruz,dance pop,2010,122,90,67,-5,8,63,186,0,3,33,https://i.scdn.co/image/ab67616d0000b27366c3eb32692a0ae487079cf1,https://p.scdn.co/mp3-preview/bb990495a8b74a4c8e90b22ec0cb1c65d18c21c9?cid=4730b02bd7f84c22bb7993aaa4620292
50,51,Hello,Martin Solveig,big room,2010,128,98,67,-3,10,45,191,1,3,0,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,https://p.scdn.co/mp3-preview/27069a2e4ff7be549a241052b7e3233ac835e1f6?cid=4730b02bd7f84c22bb7993aaa4620292
51,52,A Thousand Years,Christina Perri,dance pop,2011,139,41,42,-7,11,16,285,31,3,81,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,https://p.scdn.co/mp3-preview/be3f3ae6466123836bb05ce0a23a368c196e62f7?cid=4730b02bd7f84c22bb7993aaa4620292
52,53,Someone Like You,Adele,british soul,2011,135,33,56,-8,10,28,285,89,3,80,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://p.scdn.co/mp3-preview/a79d612cac9b64e900ae937234e2838a88ebc415?cid=4730b02bd7f84c22bb7993aaa4620292
53,54,Give Me Everything,Pitbull,dance pop,2011,129,94,67,-3,30,53,252,19,16,79,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://p.scdn.co/mp3-preview/6eafa4293d2b35b2e75ffab5ec1bba8ec00d5082?cid=4730b02bd7f84c22bb7993aaa4620292
54,55,Just the Way You Are,Bruno Mars,pop,2011,109,84,64,-5,9,43,221,2,4,78,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/6d1a901b10c7dc609d4c8628006b04bc6e672be8?cid=4730b02bd7f84c22bb7993aaa4620292
55,56,Rolling in the Deep,Adele,british soul,2011,105,76,73,-5,5,52,228,13,3,76,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://p.scdn.co/mp3-preview/d2d7e717c72a4fa08b3a8b22722c7369e8aa587d?cid=4730b02bd7f84c22bb7993aaa4620292
56,57,Run the World (Girls),Beyoncé,dance pop,2011,127,90,73,-4,37,76,236,0,14,76,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,https://p.scdn.co/mp3-preview/0bc39c5717f270c4545710f17c7e9ee16062e5eb?cid=4730b02bd7f84c22bb7993aaa4620292
57,58,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,pop,2011,128,76,72,-4,32,62,201,1,5,76,https://i.scdn.co/image/ab67616d0000b273ce70cb2d7063cf869f9f1239,https://p.scdn.co/mp3-preview/52e82d337167591e52a5f75cdaa733cdfd4d9f71?cid=4730b02bd7f84c22bb7993aaa4620292
58,59,Love On Top,Beyoncé,dance pop,2011,94,75,65,-5,60,65,267,8,9,76,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,https://p.scdn.co/mp3-preview/b33aaf728bc4a9357d00b4460ba81fde8a1407b2?cid=4730b02bd7f84c22bb7993aaa4620292
59,60,Grenade,Bruno Mars,pop,2011,110,56,71,-7,12,23,223,15,6,75,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/5221be592c832e14506f6304ff1deb6c52ae3fee?cid=4730b02bd7f84c22bb7993aaa4620292
60,61,Tonight Tonight,Hot Chelle Rae,dance pop,2011,100,78,69,-5,16,81,200,8,12,75,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,https://p.scdn.co/mp3-preview/2011c033f2472b7593db5149b8d1f91018bfb237?cid=4730b02bd7f84c22bb7993aaa4620292
61,62,What the Hell,Avril Lavigne,canadian pop,2011,150,93,58,-4,14,88,221,0,5,74,https://i.scdn.co/image/ab67616d0000b27372c9f7a7c75eba39726106a6,https://p.scdn.co/mp3-preview/8c0591b363bc2a165eb4f12829a1995e0b84d5fb?cid=4730b02bd7f84c22bb7993aaa4620292
62,63,Born This Way,Lady Gaga,dance pop,2011,124,83,59,-5,33,49,260,0,16,73,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8,https://p.scdn.co/mp3-preview/f41ae4bf782fa9828f05b7c3150b52e57800dd32?cid=4730b02bd7f84c22bb7993aaa4620292
63,64,Monster,Kanye West,chicago rap,2011,125,69,63,-6,67,10,379,0,20,73,https://i.scdn.co/image/ab67616d0000b27343e531d5f69170aba281ef43,https://p.scdn.co/mp3-preview/f34946762fa3bee4f023a6d2efbf629f545929c0?cid=4730b02bd7f84c22bb7993aaa4620292
64,65,Marry You,Bruno Mars,pop,2011,145,83,62,-5,10,48,230,33,4,73,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/6747a3674ec0b24ab9067972bb19291c3048a8d2?cid=4730b02bd7f84c22bb7993aaa4620292
65,66,Best Thing I Never Had,Beyoncé,dance pop,2011,99,65,55,-4,9,30,254,14,3,73,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,https://p.scdn.co/mp3-preview/53e77e774e00bf01be5be21d629fb06d00740766?cid=4730b02bd7f84c22bb7993aaa4620292
66,67,Party Rock Anthem,LMFAO,dance pop,2011,130,74,75,-4,27,35,262,2,16,72,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,https://p.scdn.co/mp3-preview/efd8a9db6a0c55dc07e350b0e736d42ba83f117d?cid=4730b02bd7f84c22bb7993aaa4620292
67,68,We R Who We R,Kesha,dance pop,2011,120,82,74,-5,12,65,205,1,4,72,https://i.scdn.co/image/ab67616d0000b2733556ff5e46e50eb27be71ebe,https://p.scdn.co/mp3-preview/87e275c268cbc6f76b509f4dd237bcea41d92059?cid=4730b02bd7f84c22bb7993aaa4620292
68,69,Price Tag,Jessie J,australian pop,2011,175,83,64,-4,27,68,223,3,18,72,https://i.scdn.co/image/ab67616d0000b2739900b995cd1a81c35c574ab0,https://p.scdn.co/mp3-preview/3b7402e4816f8b1c01a64f7f7a08a7b756f05ed6?cid=4730b02bd7f84c22bb7993aaa4620292
69,70,Good Life,OneRepublic,dance pop,2011,95,69,63,-8,13,65,253,8,5,72,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://p.scdn.co/mp3-preview/fef9bfb9370b65c44c127778cc1de0491fc7b949?cid=4730b02bd7f84c22bb7993aaa4620292
70,71,Just Can’t Get Enough,The Black Eyed Peas,dance pop,2011,94,63,66,-9,11,26,219,19,18,71,https://i.scdn.co/image/ab67616d0000b2739efc623f9c64c8efb583b186,https://p.scdn.co/mp3-preview/37faa5b9d78c80edc135f56db7f3235676233751?cid=4730b02bd7f84c22bb7993aaa4620292
71,72,On The Floor,Jennifer Lopez,dance pop,2011,130,78,73,-5,7,57,285,11,5,69,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,https://p.scdn.co/mp3-preview/4b4104f96ec5faeb1fa63f2944c68011539fc3d6?cid=4730b02bd7f84c22bb7993aaa4620292
72,73,What's My Name?,Rihanna,barbadian pop,2011,100,79,69,-3,8,58,263,23,7,69,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://p.scdn.co/mp3-preview/a9ae0c0844cece6ef6b2c8666fa988fc42111b82?cid=4730b02bd7f84c22bb7993aaa4620292
73,74,Yeah 3x,Chris Brown,dance pop,2011,130,88,71,-3,9,70,242,0,4,69,https://i.scdn.co/image/ab67616d0000b2730a1d20ec09cab4bb17a36aab,https://p.scdn.co/mp3-preview/2b88c6a69a684ce6ef63df15912813582e3a42f7?cid=4730b02bd7f84c22bb7993aaa4620292
74,75,Without You (feat. Usher),David Guetta,dance pop,2011,128,61,61,-4,16,40,208,23,3,68,https://i.scdn.co/image/ab67616d0000b273a197a2ef3ad6704d1f44aa4e,https://p.scdn.co/mp3-preview/d4c235ddc1029890a12f53ba7a2c6a1cefe489a8?cid=4730b02bd7f84c22bb7993aaa4620292
75,76,Sexy And I Know It,LMFAO,dance pop,2011,130,86,71,-4,19,80,199,10,32,67,https://i.scdn.co/image/ab67616d0000b2730dfa923895a2814ae422c49a,https://p.scdn.co/mp3-preview/7a092e06d403bb05a3c408080bddfdcfb8fa0eab?cid=4730b02bd7f84c22bb7993aaa4620292
76,77,The Edge Of Glory,Lady Gaga,dance pop,2011,128,77,58,-6,11,36,321,0,4,67,https://i.scdn.co/image/ab67616d0000b2734b52f60bfe0bc6338ecef14f,https://p.scdn.co/mp3-preview/820b21697b4e9de464ef352576056e9c5bc2850e?cid=4730b02bd7f84c22bb7993aaa4620292
77,78,E.T.,Katy Perry,dance pop,2011,152,87,62,-5,37,76,230,2,18,66,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://p.scdn.co/mp3-preview/3f03ef4abe209959a90cfd84c169d2f4210d231c?cid=4730b02bd7f84c22bb7993aaa4620292
78,79,Till the World Ends,Britney Spears,dance pop,2011,132,71,69,-6,20,45,238,2,7,65,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,https://p.scdn.co/mp3-preview/61148ea7313d49b4d69673aab6d08862d1b49d91?cid=4730b02bd7f84c22bb7993aaa4620292
79,80,I Wanna Go,Britney Spears,dance pop,2011,130,55,70,-7,33,79,210,0,4,64,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,https://p.scdn.co/mp3-preview/7045f83791ab1a490bf8632fd8ff45e461b1b4a2?cid=4730b02bd7f84c22bb7993aaa4620292
80,81,Blow,Kesha,dance pop,2011,120,73,75,-4,7,81,220,0,4,64,https://i.scdn.co/image/ab67616d0000b273d21608137a3071f8e7537770,https://p.scdn.co/mp3-preview/6cdadf8f55e34ad8335e6f19fab6bdf881665c06?cid=4730b02bd7f84c22bb7993aaa4620292
81,82,You And I,Lady Gaga,dance pop,2011,127,70,52,-5,9,52,307,9,5,64,https://i.scdn.co/image/ab67616d0000b273d6a0e5428237e4fe7181b2ce,https://p.scdn.co/mp3-preview/f57b5ed33fe5e75c2c7be3f5b35dbed507e28f22?cid=4730b02bd7f84c22bb7993aaa4620292
82,83,Judas,Lady Gaga,dance pop,2011,131,93,66,-4,27,53,249,0,7,63,https://i.scdn.co/image/ab67616d0000b2734ba15b951a5cff36133ca5bd,https://p.scdn.co/mp3-preview/8ee55eb30e932af8de7a79e11c22e0cf9b4b2461?cid=4730b02bd7f84c22bb7993aaa4620292
83,84,Tonight (I'm Fuckin' You),Enrique Iglesias,dance pop,2011,126,89,65,-4,12,32,232,3,5,63,https://i.scdn.co/image/ab67616d0000b273f6fa4a75fccc308f26c726c6,https://p.scdn.co/mp3-preview/07305b996077c1e6fc668279e2936e55f9dd0321?cid=4730b02bd7f84c22bb7993aaa4620292
84,85,Please Don't Go,Mike Posner,dance pop,2011,120,88,70,-4,13,66,197,0,3,63,https://i.scdn.co/image/ab67616d0000b27368dc61fc4b0cb0b8308d2706,https://p.scdn.co/mp3-preview/00d1b799273b94fd72c49951d1fc78444178ecc1?cid=4730b02bd7f84c22bb7993aaa4620292
85,86,We Found Love,Rihanna,barbadian pop,2011,128,77,73,-4,11,60,215,3,4,61,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,https://p.scdn.co/mp3-preview/fb9a6fd8b723fb075535908f05a196a1843036ff?cid=4730b02bd7f84c22bb7993aaa4620292
86,87,Marry The Night,Lady Gaga,dance pop,2011,131,88,61,-4,46,38,265,0,6,61,https://i.scdn.co/image/ab67616d0000b273fe9e0923a8709f03f762affa,https://p.scdn.co/mp3-preview/5991ce67b5375b2b07347ec800d1c7a0deb61502?cid=4730b02bd7f84c22bb7993aaa4620292
87,88,1+1,Beyoncé,dance pop,2011,63,38,30,-7,7,26,274,38,3,60,https://i.scdn.co/image/ab67616d0000b273dc21dc9b3b81cab3b0643c22,https://p.scdn.co/mp3-preview/28998135ad3ad2e4a8400372719735fd9f528b78?cid=4730b02bd7f84c22bb7993aaa4620292
